seconds_from_start,x,y,z,finished
5.015,400.0,10.00150203704834,368.0,0
5.078,400.0,10.00150203704834,368.0,0
5.14,400.0,10.00150203704834,368.0,0
5.203,400.0,10.00150203704834,368.0,0
5.265,400.0,10.00150203704834,368.0,0
5.328,400.0,10.00150203704834,368.0,0
5.39,400.0,10.00150203704834,368.0,0
5.453,400.0,10.00150203704834,368.0,0
5.515,400.0,10.00150203704834,368.0,0
5.578,400.0,10.00150203704834,368.0,0
5.64,400.0,10.00150203704834,368.0,0
5.703,400.0,10.00150203704834,368.0,0
5.765,400.0,10.00150203704834,368.0,0
5.828,400.0,10.00150203704834,368.0,0
5.89,400.0,10.00150203704834,368.0,0
5.953,400.0,10.00150203704834,368.0,0
6.015,400.0,10.00150203704834,368.0,0
6.078,400.0,10.00150203704834,368.0,0
6.14,400.0,10.00150203704834,368.0,0
6.203,400.0,10.00150203704834,368.0,0
6.265,400.0,10.00150203704834,368.0,0
6.328,400.0,10.00150203704834,368.0,0
6.39,400.0,10.00150203704834,368.0,0
6.453,400.0,10.00150203704834,368.0,0
6.515,400.0,10.00150203704834,368.0,0
6.578,400.0,10.00150203704834,368.0,0
6.64,400.0,10.00150203704834,368.0,0
6.703,400.0,10.00150203704834,368.0,0
6.765,400.0,10.00150203704834,368.0,0
6.828,400.0,10.00150203704834,368.0,0
6.89,400.0,10.00150203704834,368.0,0
6.953,400.0,10.00150203704834,368.0,0
7.015,400.0,10.00150203704834,368.0,0
7.078,400.0,10.00150203704834,368.0,0
7.14,400.0,10.00150203704834,368.0,0
7.203,400.0,10.00150203704834,368.0,0
7.265,400.0,10.00150203704834,368.0,0
7.328,400.0,10.00150203704834,368.0,0
7.39,400.0,10.00150203704834,368.0,0
7.453,400.0,10.00150203704834,368.0,0
7.515,400.0,10.00150203704834,368.0,0
7.578,400.0,10.00150203704834,368.0,0
7.64,400.0,10.00150203704834,368.0,0
7.703,400.0,10.00150203704834,368.0,0
7.765,400.0,10.00150203704834,368.0,0
7.828,400.0,10.00150203704834,368.0,0
7.89,400.0,10.00150203704834,368.0,0
7.953,400.0,10.00150203704834,368.0,0
8.015,400.0,10.00150203704834,368.0,0
8.078,400.0,10.00150203704834,368.0,0
8.14,400.0,10.00150203704834,368.0,0
8.203,400.0,10.00150203704834,368.0,0
8.265,400.0,10.00150203704834,368.0,0
8.328,400.0,10.00150203704834,368.0,0
8.39,400.0,10.00150203704834,368.0,0
8.453,400.0,10.00150203704834,368.0,0
8.515,400.0,10.00150203704834,368.0,0
8.578,400.0,10.00150203704834,368.0,0
8.64,400.0,10.00150203704834,368.0,0
8.703,400.0,10.00150203704834,368.0,0
8.765,400.0,10.00150203704834,368.0,0
8.828,400.0,10.00150203704834,368.0,0
8.89,400.0,10.00150203704834,368.0,0
8.953,400.0,10.00150203704834,368.0,0
9.015,400.0,10.00150203704834,368.0,0
9.078,400.0,10.00150203704834,368.0,0
9.14,400.0,10.00150203704834,368.0,0
9.203,400.0,10.00150203704834,368.0,0
9.265,400.0,10.00150203704834,368.0,0
9.328,400.0,10.00150203704834,368.0,0
9.39,400.0,10.00150203704834,368.0,0
9.453,400.0,10.00150203704834,368.0,0
9.515,400.0,10.00150203704834,368.0,0
9.578,400.0,10.00150203704834,368.0,0
9.64,400.0,10.00150203704834,368.0,0
9.703,400.0,10.00150203704834,368.0,0
9.765,400.0,10.00150203704834,368.0,0
9.828,400.0,10.00150203704834,368.0,0
9.89,400.0,10.00150203704834,368.0,0
9.953,400.0,10.00150203704834,368.0,0
10.015,400.0,10.00150203704834,368.0,0
10.078,400.0,10.00150203704834,368.0,0
10.14,400.0,10.00150203704834,368.0,0
10.203,400.0,10.00150203704834,368.0,0
10.265,400.0,10.00150203704834,368.0,0
10.328,400.0,10.00150203704834,368.0,0
10.39,400.0,10.00150203704834,368.0,0
10.453,400.0,10.00150203704834,368.0,0
10.515,400.0,10.00150203704834,368.0,0
